"마트","바코드","상품명","이미지","규격","원가","실판매가","판매시작","판매종료","재고"
평화 굿모닝마트,"6325",국산홍어회,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/616de5a0-5633-4cd4-ace8-2bb62ca53589_KakaoTalk_20250306_151724988.jpg,"1접시",15900,3900,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"8801236218977",네이저22*30롤,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/330c45be-583a-44ad-9891-27eb5770ac6f_KakaoTalk_20250211_124400016.jpg,"",12800,800,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111",커피한잔의 여유,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/2aee3ee2-88ad-4b90-8bd7-4fc0246cad1a_KakaoTalk_20250324_170008816.jpg,"",11980,100,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111116818",모찌모찌기모찌,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/6986300d-9395-4bdc-a497-1a1e70257b5a_KakaoTalk_20250324_165846123_02.jpg,"",11380,100,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111116580",맵찔이시리즈,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/3fa2c0d6-92a2-4124-9b4e-da7ca418b400_KakaoTalk_20250207_110540655.jpg,"",12000,100,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111116566",스파게티시리즈,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/a5031a72-b77b-4262-a960-1d7fcd6fac90_KakaoTalk_20250207_110932695_03.jpg,"",12000,100,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111116825",봄봄봄!봄이왔어요,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/53e8b422-499b-4bf0-9d29-7bb3c02b0ad2_KakaoTalk_20250324_170115114.jpg,"",12110,110,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111116801",캠프파이어불멍,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/048d5993-505a-4b95-9021-e9c32b7dc5ab_KakaoTalk_20250324_165756341.jpg,"",11850,100,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111116597",맵부심시리즈,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/5e1d24f3-6467-4fc6-8885-ef19ae8a4986_KakaoTalk_20250207_110739822.jpg,"",12000,100,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
평화 굿모닝마트,"2778111116627",특란2판,https://d2rrvvl2hhzoww.cloudfront.net/upload/195/cb825362-9f64-4817-a76d-69a0ab115be2_KakaoTalk_20250211_124410255.jpg,"",13900,1900,2025-03-05 00:00:00.000,2025-10-31 23:59:59.000,10
마트와 기장점,"2098640000000",사과,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/%ED%99%8D%EB%A1%9C%EC%82%AC%EA%B3%BC.jpg,"1봉지",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
마트와 기장점,"880100780638902",스팸클래식 300g *2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%A0%90/20230330_103146.jpg,"2개 1셋트",10160,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
마트와 기장점,"880104301526402",농심)짜파게티140g*5*2봉,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801043015264.jpg,"2봉",10300,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,9
마트와 기장점,"8801007792583",[CJ] 해찬들 우리쌀 매운태양초 골드고추장,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007792583,"",11800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
마트와 기장점,"880104301573802",농)신라면컵면65g*6*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801043015738,"2박스",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
마트와 기장점,"8801007093444",포도씨유0.5L,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007093444,"",10700,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
마트와 기장점,"2097110000000",골드키위,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/183/main/200407-1.jpg,"6개",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
마트와 기장점,"8801007636344",[햇반] 백미밥,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007636344,"",10800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
마트와 기장점,"8801007952963",비비고수제깻잎고기만두400*2번들,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007952963,"",10800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"2098460000000",밀감5kg,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%B9%85%EB%A7%88%EC%BC%93%20%EC%A3%BC%EC%9B%94%EC%A0%90/%EB%B0%80%EA%B0%90.jpg,"1박스",48900,36900,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801037071047",골든그래놀라아몬드,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%A0%90/8801037071047.jpg,"",12300,300,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8803217010884",꽃샘꿀유자차,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8803217010884,"",8500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8803217002117",꿀자몽차,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EA%B8%88%EB%A9%94%EB%8B%AC%20%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8/20230630_155428.jpg,"",9800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"880111753491202",오)초코파이12P *2입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801117534912,"",9160,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"880109401240302",코카콜라1.5L *3입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801094012403,"",8940,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801052725154",[청정원] 홍초 블루베리,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801052725154,"",7800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8805017800641",뚜]미숫가루스틱40T,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EA%B8%88%EB%A9%94%EB%8B%AC%20%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8/%EB%9A%9C%EB%A0%88%EB%B0%98%EB%AF%B8%EC%88%AB%EA%B0%80%EB%A3%A826.jpg,"",12800,800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"880104301483002",농심신라면*5 *2봉,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801043014830,"",9000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801117534912",오)초코파이12P,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801117534912,"",4580,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801094012403",코카콜라1.5L,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801094012403,"",2980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8001007102238",백설 흰설탕 3kg,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007102238,"",7800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801007102672",백)갈색설탕3kg,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007102672,"",9980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801037066432",골든그래놀라후르츠,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%A0%90/8801037066432.jpg,"",11200,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8803217017272",꽃샘꿀생강차1kg,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8803217017272,"",9800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8803217001349",꽃샘모과차,https://d2rrvvl2hhzoww.cloudfront.net/upload/199/7ee1e7bf-134b-4f95-888b-32bdf6c23726_%EB%AA%A8%EA%B3%BC.webp,"",9800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801043014830",[농심] 신라면,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/111/240a57da-b6d5-4f97-806e-4e7bd56454fb_신.JPG,"",4800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801052431499",[청정원] 홍초석류,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801052431499,"",7800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801037622322",맥심모카골드,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801037022322.jpg,"50T",10500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801045890494",[오뚜기] 오뚜기밥 흰밥,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/146/8cebb68d-f749-45c1-91de-c86d18b774db_8801045890494.avif,"",12900,800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,8
농축산마트 대연점,"8801037022322",[맥심] 모카커피믹스,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037022322,"",11500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8803217001240",꽃샘꿀대추차,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8803217001240,"",10900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801037051179",맥심화이트골드,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037051179,"",12600,600,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8809212550080",다농현미녹차,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8809212550080,"",9300,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 대연점,"8801039006610",[사조] 참치액,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801039006610,"",6800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"880175902017002",구포국수소면900g*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%B9%84%EC%97%98%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8%20%EA%B0%84%EC%84%9D%EC%A0%90/8801301831148.jpeg,"",5960,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801759020170",구포국수소면900g,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/200/main/8801759020170-1.jpg,"",2980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"880111555555102",서울우유365우유기획2입 *2개,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/8801115555551_1.jpg,"",11200,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801043070126",[농심] 순하군 안성탕면,https://sitem.ssgcdn.com/16/61/27/item/1000565276116_i1_750.jpg,"",3980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"880104301483002",농심신라면*5 *3봉,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801043014830,"",11850,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801123309344",롯데)의성마늘비엔나360g,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801123309344,"",8400,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801117569310",오)초코파이30P,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801117569310,"",9000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"2090611000000",메론,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/183/main/200430-1.jpg,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"880175902017003",구포국수소면900g*3입,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/200/main/8801759020170-1.jpg,"",8940,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801019514470",해)고향만두300g*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801019514470,"",8000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801115111054",서울우유2.3L,http://gs1.koreannet.or.kr/product/info/detail/photoView.do?fileNm=8801115111054_1.jpg&filePath=8801115000013/8801115111054,"",7850,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"2500000097867",대파행사,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/183/main/200052-1.jpg,"",1780,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801043014830",[농심] 신라면,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/111/240a57da-b6d5-4f97-806e-4e7bd56454fb_신.JPG,"",4250,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"201015600000002",대파2단,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/183/main/200052-1.jpg,"",5800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"201015600000003",대파3단,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/183/main/200052-1.jpg,"",8700,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8805698001078",늘처음처럼대란30구,https://d2rrvvl2hhzoww.cloudfront.net/upload/169/95358973-3e4f-4e08-bde5-c2f980ee3f45_%EA%B3%84%EB%9E%803%ED%8C%90.jpg,"",6980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"880104307012602",농심)순하군안성탕면(125g*5)*2봉,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/20231026_105318.png,"",7400,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801062866151",마가렛트대용량,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801062866151.jpg,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,9
농축산마트 광안쌍용점,"8801392011887",비비고왕교자315g*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801392011887,"",6980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801526141459",부산위너우유900mlx2기획,https://search.pstatic.net/common/?src=http%3A%2F%2Fcafefiles.naver.net%2F20160623_73%2Fyyss7376_1466670263393CgONU_JPEG%2F960_2016-06-23-07-36-37.jpg&type=a340,"",5450,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8801115555551",서울우유365우유기획,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/8801115555551_1.jpg,"",5600,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 광안쌍용점,"8803628118650",리빙키친타올6입,https://s3.ap-northeast-2.amazonaws.com/sopt.seongjin.com/리빙키친타올.jpg,"",6700,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8803712128312",[목우촌] 로스구이,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8803712128312,"",9100,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801117569310",뉴초코파이30P,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801117569310,"",8980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801392011887",비비고왕교자315*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801392011887,"",6980,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801154501915",옥시크린리퀴드1.4k,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801154501915,"",13000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8809949545328",홈스타맥스욕실900*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801051236934,"",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801019206559",자유시간미니아몬드15000,http://gs1.koreannet.or.kr/product/info/detail/photoView.do?fileNm=8801019000010_8801019206559_1.jpg&filePath=8801019000010/8801019206559,"",12250,250,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8809772193000",코디소프트데코30롤,https://d2rrvvl2hhzoww.cloudfront.net/upload/176/7d287594-eb89-4cdc-b926-814ded9571c1_%EB%8B%A4%EC%9A%B4%EB%A1%9C%EB%93%9C%20%281%29.jpg,"",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801007687988",[CJ] 시원한배 물냉면 4인분,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F6d503d6d-9780-4f8a-8e18-922f5e069411%2F6d503d6d-9780-4f8a-8e18-922f5e069411_front_angle_1000.jpg?alt=media&token=24abf606-d6b8-4d4d-b745-c4fd762b4bb9,"",11100,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801037022322",[맥심] 모카커피믹스,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037022322,"",11400,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8809949545342",홈스타맥스뿌곰900*2,https://d2rrvvl2hhzoww.cloudfront.net/upload/277/233d860c-420d-4909-a9e8-0991bb13409d_%EC%97%98%EC%A7%80%29%ED%99%88%EC%8A%A4%ED%83%80%EB%A7%A5%EC%8A%A4%ED%94%84%EB%A0%88%EC%89%AC%EB%BF%8C%EA%BC%BC%EC%8C%80l%2B150ml.png,"",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801007678702",백설고메치즈핫도그425g,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007678702,"",8900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"880100780638902",백설스팸클래식300g,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EC%9D%98%EC%A0%95%EB%B6%80%EC%A0%90/20230330_103146.jpg,"2개",9600,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801007821474",[CJ] 스팸 25% 라이트,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/upload/image/153/b3f0d649-eaff-43c1-9303-2836ed8cc798_1.jpg,"",13800,1800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801005133029",샘)진간장금F3/1.7L,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801005133005,"",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"880104301483002",농심신라면*5 *2봉,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801043014830,"",8600,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"2090611000000",메론,https://s3.ap-northeast-2.amazonaws.com/qmarket-product-image/production/image/183/main/200430-1.jpg,"1통",12800,800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801008700129",리스테린쿨민트750ml,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801008700129,"",9900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801037051179",맥심화이트골드50T,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801037051179,"",12600,600,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801043014830",[농심] 신라면,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/111/240a57da-b6d5-4f97-806e-4e7bd56454fb_신.JPG,"",4500,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801052951492",청)참빛올리브유500ml,https://d2rrvvl2hhzoww.cloudfront.net/upload/126/d2eb7900-c8fd-48bc-8045-a9969c82ecaf_1.jfif,"",17200,5200,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801007539010",백설고메크리스피핫도그480g,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007539010,"",7750,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801052100487",[청정원] 자유방목동물복지유정란,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801052100487,"",12600,600,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8809172924006",코디에코그린180*6입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%B9%84%EC%97%98%EC%8B%9D%EC%9E%90%EC%9E%AC%EB%A7%88%ED%8A%B8%20%EA%B0%84%EC%84%9D%EC%A0%90/8809172924006.jpg,"",10550,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801007806440",[CJ] 스팸클래식,https://s3.ap-northeast-2.amazonaws.com/stage.aswemake.qmarket.com/upload/8801007806440.png,"",13800,1800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8809949545359",홈스타맥스착락900*2,https://d2rrvvl2hhzoww.cloudfront.net/upload/307/a77a3643-28be-429c-bd60-7d827dcbf0a3_%EC%8A%A4%ED%81%AC%EB%A6%B0%EC%83%B7%202024-11-05%20110705.png,"",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"2010168000000",쥬키니호박,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/fresh/2001328,"1개",2000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8809662121090",풍년메뚜기쌀,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EC%9B%B0%EB%B9%99%ED%95%98%EB%AA%A8%EB%8B%88%EB%A7%88%ED%8A%B8%20%EA%B0%9C%EC%8B%A0%EB%8F%99/KakaoTalk_20230622_141104605_08.jpg,"",56500,34800,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801069419183",진콩두유검은콩깨24입,https://d2rrvvl2hhzoww.cloudfront.net/upload/160/9861ce32-2f75-40ad-b1dd-4fa87fb16e52_20240304_144351.jpg,"",12800,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8809949545335",홈스타맥스주방900*2,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801051264487,"",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 범일점,"8801005961172",폰타나올리브유,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801005000543,"",12000,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 장림점,"88010457500951","오)불고기피자396g, 오)불고기피자396g",https://d2rrvvl2hhzoww.cloudfront.net/upload/126/5b7b1546-c365-4005-a17e-eb83a7ccaa02_1.jfif,위 2종중 3판 선택,17700,5700,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 장림점,"8801045890494",[오뚜기] 오뚜기밥 흰밥12입,https://d2rrvvl2hhzoww.cloudfront.net/upload/image/146/8cebb68d-f749-45c1-91de-c86d18b774db_8801045890494.avif,"",12900,900,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 장림점,"8801007636344",[햇반] 백미밥,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/barcode/8801007636344,"",11900,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 장림점,"880104301526402",농심짜파게티5입멀티*2봉,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8801043015264.jpg,"",10700,100,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
농축산마트 장림점,"8809112188819",찹쌀800gX2입,https://s3.ap-northeast-2.amazonaws.com/aswemake.qmarket.com/products/%EB%9F%AD%ED%82%A4%EB%A7%88%ED%8A%B8%20%EA%B2%80%EC%95%94%EC%A0%90/8809030910028.jpg.jpg,"",12500,500,2025-03-21 00:00:00.000,2025-12-31 23:59:59.000,10
